"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2053","@smoke @critical Add to cart from product detail page","ui-webkit","Mon Feb 16 08:55:22 UTC 2026","passed","Mon Feb 16 08:55:24 UTC 2026","Add and Remove from Cart","UI/product-detail.spec.ts","",""
"","813","@smoke @critical Add product to cart","ui-chromium","Mon Feb 16 08:55:18 UTC 2026","passed","Mon Feb 16 08:55:19 UTC 2026","Cart Operations","UI/product.spec.ts","",""
"","1851","@regression Cancel on overview returns to inventory","ui-firefox","Mon Feb 16 08:55:22 UTC 2026","passed","Mon Feb 16 08:55:23 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","2169","@regression Navigate back to products from product detail page","ui-firefox","Mon Feb 16 08:55:17 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","Back to Products","UI/product-detail.spec.ts","",""
"","2185","@visual Login page snapshot","ui-firefox","Mon Feb 16 08:55:00 UTC 2026","failed","Mon Feb 16 08:55:02 UTC 2026","Visual Regression Tests > Unauthenticated Pages","UI/visual.spec.ts","",""
"","1181","@regression Navigate back to products from product detail page","ui-chromium","Mon Feb 16 08:55:15 UTC 2026","passed","Mon Feb 16 08:55:16 UTC 2026","Back to Products","UI/product-detail.spec.ts","",""
"","1600","@visual Product card snapshot","ui-webkit","Mon Feb 16 08:55:35 UTC 2026","failed","Mon Feb 16 08:55:37 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","3029","@visual Product detail page snapshot","ui-firefox","Mon Feb 16 08:55:16 UTC 2026","failed","Mon Feb 16 08:55:19 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","874","@visual Inventory page - header only","ui-chromium","Mon Feb 16 08:55:30 UTC 2026","failed","Mon Feb 16 08:55:31 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","3322","@visual Cart page - empty","ui-firefox","Mon Feb 16 08:55:21 UTC 2026","failed","Mon Feb 16 08:55:24 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","1410","@smoke Checkout button leads to checkout page","ui-chromium","Mon Feb 16 08:55:17 UTC 2026","passed","Mon Feb 16 08:55:18 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","962","@regression Login with empty username and password","ui-chromium","Mon Feb 16 08:55:10 UTC 2026","passed","Mon Feb 16 08:55:11 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","2428","@smoke @critical Cart with single product shows correct details","ui-firefox","Mon Feb 16 08:55:06 UTC 2026","passed","Mon Feb 16 08:55:09 UTC 2026","Cart Page - With Products","UI/cart.spec.ts","",""
"","1636","@regression Verify item total and tax calculation","ui-firefox","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:22 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1148","@visual Checkout error - missing fields","ui-chromium","Mon Feb 16 08:55:53 UTC 2026","failed","Mon Feb 16 08:55:54 UTC 2026","Visual Regression Tests > Error States","UI/visual.spec.ts","",""
"","2489","@visual Inventory page snapshot","ui-firefox","Mon Feb 16 08:55:04 UTC 2026","failed","Mon Feb 16 08:55:06 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","1760","@visual Checkout error - missing fields","ui-webkit","Mon Feb 16 08:56:00 UTC 2026","failed","Mon Feb 16 08:56:02 UTC 2026","Visual Regression Tests > Error States","UI/visual.spec.ts","",""
"","1585","@regression Checkout fails with missing last name","ui-chromium","Mon Feb 16 08:55:13 UTC 2026","passed","Mon Feb 16 08:55:15 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","953","@smoke Order confirmation message displayed","ui-chromium","Mon Feb 16 08:55:22 UTC 2026","passed","Mon Feb 16 08:55:23 UTC 2026","Checkout Complete - Confirmation","UI/checkout.spec.ts","",""
"","1953","@regression Sort by Name (Z to A)","ui-firefox","Mon Feb 16 08:55:16 UTC 2026","passed","Mon Feb 16 08:55:18 UTC 2026","Filter","UI/product.spec.ts","",""
"","1166","@regression Login with empty password only","ui-firefox","Mon Feb 16 08:55:12 UTC 2026","passed","Mon Feb 16 08:55:13 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","2559","@regression Login fails with invalid credentials","ui-firefox","Mon Feb 16 08:55:07 UTC 2026","passed","Mon Feb 16 08:55:10 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1398","@regression Continue Shopping navigates back to inventory","ui-chromium","Mon Feb 16 08:55:15 UTC 2026","passed","Mon Feb 16 08:55:17 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","1032","@regression Back Home navigates to inventory","ui-chromium","Mon Feb 16 08:55:23 UTC 2026","passed","Mon Feb 16 08:55:24 UTC 2026","Checkout Complete - Confirmation","UI/checkout.spec.ts","",""
"","1699","@visual Checkout step one page","ui-chromium","Mon Feb 16 08:55:43 UTC 2026","failed","Mon Feb 16 08:55:44 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","2660","@regression Checkout fails with missing postal code","ui-webkit","Mon Feb 16 08:55:28 UTC 2026","passed","Mon Feb 16 08:55:30 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","1741","@smoke Verify order summary on overview page","ui-webkit","Mon Feb 16 08:55:33 UTC 2026","passed","Mon Feb 16 08:55:35 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1034","@regression Verify item total and tax calculation","ui-chromium","Mon Feb 16 08:55:19 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","3999","@smoke @critical Complete checkout with valid info","ui-firefox","Mon Feb 16 08:55:02 UTC 2026","passed","Mon Feb 16 08:55:06 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","2285","@visual Cart page - with item","ui-webkit","Mon Feb 16 08:55:45 UTC 2026","failed","Mon Feb 16 08:55:47 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","2498","@visual Inventory page snapshot","ui-webkit","Mon Feb 16 08:55:29 UTC 2026","failed","Mon Feb 16 08:55:31 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","1883","@visual Inventory page - header only","ui-firefox","Mon Feb 16 08:55:08 UTC 2026","failed","Mon Feb 16 08:55:10 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","1462","@regression Login with empty username and password","ui-webkit","Mon Feb 16 08:55:16 UTC 2026","passed","Mon Feb 16 08:55:18 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1796","@regression Back Home navigates to inventory","ui-firefox","Mon Feb 16 08:55:27 UTC 2026","passed","Mon Feb 16 08:55:29 UTC 2026","Checkout Complete - Confirmation","UI/checkout.spec.ts","",""
"","1836","@visual Login error message","ui-firefox","Mon Feb 16 08:55:45 UTC 2026","failed","Mon Feb 16 08:55:47 UTC 2026","Visual Regression Tests > Error States","UI/visual.spec.ts","",""
"","1047","@smoke Empty cart displays correct UI elements","ui-chromium","Mon Feb 16 08:55:07 UTC 2026","passed","Mon Feb 16 08:55:08 UTC 2026","Cart Page - Empty State","UI/cart.spec.ts","",""
"","1301","@smoke @critical Login successfully with valid credentials","ui-chromium","Mon Feb 16 08:55:09 UTC 2026","passed","Mon Feb 16 08:55:10 UTC 2026","Login - SauceDemo","UI/login.spec.ts","",""
"","1197","@regression Login fails with invalid credentials","ui-chromium","Mon Feb 16 08:55:09 UTC 2026","passed","Mon Feb 16 08:55:10 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","2206","@visual Product detail page snapshot","ui-webkit","Mon Feb 16 08:55:38 UTC 2026","failed","Mon Feb 16 08:55:40 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","2249","@smoke Verify order summary on overview page","ui-firefox","Mon Feb 16 08:55:18 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1355","@regression @critical Remove product from cart","ui-webkit","Mon Feb 16 08:55:29 UTC 2026","passed","Mon Feb 16 08:55:31 UTC 2026","Cart Operations","UI/product.spec.ts","",""
"","2399","@smoke Checkout button leads to checkout page","ui-firefox","Mon Feb 16 08:55:16 UTC 2026","passed","Mon Feb 16 08:55:19 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","2034","@regression Back Home navigates to inventory","ui-webkit","Mon Feb 16 08:55:42 UTC 2026","passed","Mon Feb 16 08:55:44 UTC 2026","Checkout Complete - Confirmation","UI/checkout.spec.ts","",""
"","6901","@smoke @critical Login successfully with valid credentials","ui-webkit","Mon Feb 16 08:55:09 UTC 2026","passed","Mon Feb 16 08:55:16 UTC 2026","Login - SauceDemo","UI/login.spec.ts","",""
"","953","@regression Login with empty username only","ui-chromium","Mon Feb 16 08:55:11 UTC 2026","passed","Mon Feb 16 08:55:11 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","879","@regression Sort by Price (low to high)","ui-chromium","Mon Feb 16 08:55:16 UTC 2026","passed","Mon Feb 16 08:55:17 UTC 2026","Filter","UI/product.spec.ts","",""
"","2176","@visual Checkout error - missing fields","ui-firefox","Mon Feb 16 08:55:49 UTC 2026","failed","Mon Feb 16 08:55:51 UTC 2026","Visual Regression Tests > Error States","UI/visual.spec.ts","",""
"","4818","@smoke @critical Complete checkout with valid info","ui-webkit","Mon Feb 16 08:55:17 UTC 2026","passed","Mon Feb 16 08:55:22 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","1616","@regression Direct access to product detail page","ui-firefox","Mon Feb 16 08:55:14 UTC 2026","passed","Mon Feb 16 08:55:15 UTC 2026","Access To A Product Detail Page","UI/product-detail.spec.ts","",""
"","1738","@visual Product detail page snapshot","ui-chromium","Mon Feb 16 08:55:34 UTC 2026","failed","Mon Feb 16 08:55:36 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","2726","@smoke @critical Login successfully with valid credentials","ui-firefox","Mon Feb 16 08:55:07 UTC 2026","passed","Mon Feb 16 08:55:10 UTC 2026","Login - SauceDemo","UI/login.spec.ts","",""
"","937","@visual Product card snapshot","ui-chromium","Mon Feb 16 08:55:32 UTC 2026","failed","Mon Feb 16 08:55:33 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","1981","@visual Inventory page snapshot","ui-chromium","Mon Feb 16 08:55:27 UTC 2026","failed","Mon Feb 16 08:55:29 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","1648","@smoke @critical Finish button completes order","ui-firefox","Mon Feb 16 08:55:24 UTC 2026","passed","Mon Feb 16 08:55:25 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1391","@regression Login with empty username only","ui-webkit","Mon Feb 16 08:55:17 UTC 2026","passed","Mon Feb 16 08:55:18 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","5757","@visual Login page snapshot","ui-webkit","Mon Feb 16 08:55:21 UTC 2026","failed","Mon Feb 16 08:55:27 UTC 2026","Visual Regression Tests > Unauthenticated Pages","UI/visual.spec.ts","",""
"","1693","@regression Checkout fails with missing postal code","ui-chromium","Mon Feb 16 08:55:15 UTC 2026","passed","Mon Feb 16 08:55:16 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","3350","@smoke Empty cart displays correct UI elements","ui-webkit","Mon Feb 16 08:55:17 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","Cart Page - Empty State","UI/cart.spec.ts","",""
"","1927","@smoke Access to product detail page","ui-webkit","Mon Feb 16 08:55:18 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","Access To A Product Detail Page","UI/product-detail.spec.ts","",""
"","2402","@regression Cart with multiple products shows all items","ui-webkit","Mon Feb 16 08:55:23 UTC 2026","passed","Mon Feb 16 08:55:26 UTC 2026","Cart Page - With Products","UI/cart.spec.ts","",""
"","1663","@visual Checkout complete page","ui-chromium","Mon Feb 16 08:55:48 UTC 2026","failed","Mon Feb 16 08:55:50 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","2107","@visual Checkout step one page","ui-webkit","Mon Feb 16 08:55:48 UTC 2026","failed","Mon Feb 16 08:55:50 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","1709","@regression Verify item total and tax calculation","ui-webkit","Mon Feb 16 08:55:35 UTC 2026","passed","Mon Feb 16 08:55:37 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","2486","@regression Continue Shopping navigates back to inventory","ui-webkit","Mon Feb 16 08:55:28 UTC 2026","passed","Mon Feb 16 08:55:31 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","1266","@regression Direct access to product detail page","ui-chromium","Mon Feb 16 08:55:13 UTC 2026","passed","Mon Feb 16 08:55:14 UTC 2026","Access To A Product Detail Page","UI/product-detail.spec.ts","",""
"","1150","@smoke @critical Add product to cart","ui-firefox","Mon Feb 16 08:55:21 UTC 2026","passed","Mon Feb 16 08:55:22 UTC 2026","Cart Operations","UI/product.spec.ts","",""
"","1156","@regression Login with empty username only","ui-firefox","Mon Feb 16 08:55:11 UTC 2026","passed","Mon Feb 16 08:55:12 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","941","@regression Login with empty password only","ui-chromium","Mon Feb 16 08:55:11 UTC 2026","passed","Mon Feb 16 08:55:12 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1076","@regression Cancel on overview returns to inventory","ui-chromium","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:21 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1182","@smoke Access to product detail page","ui-chromium","Mon Feb 16 08:55:12 UTC 2026","passed","Mon Feb 16 08:55:13 UTC 2026","Access To A Product Detail Page","UI/product-detail.spec.ts","",""
"","1535","@visual Inventory page - header only","ui-webkit","Mon Feb 16 08:55:33 UTC 2026","failed","Mon Feb 16 08:55:34 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","881","@visual Login error message","ui-chromium","Mon Feb 16 08:55:51 UTC 2026","failed","Mon Feb 16 08:55:52 UTC 2026","Visual Regression Tests > Error States","UI/visual.spec.ts","",""
"","2094","@regression Sort by Price (low to high)","ui-webkit","Mon Feb 16 08:55:25 UTC 2026","passed","Mon Feb 16 08:55:27 UTC 2026","Filter","UI/product.spec.ts","",""
"","2561","@regression Cancel checkout returns to cart","ui-webkit","Mon Feb 16 08:55:31 UTC 2026","passed","Mon Feb 16 08:55:33 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","2613","@regression Checkout fails with missing first name","ui-firefox","Mon Feb 16 08:55:07 UTC 2026","passed","Mon Feb 16 08:55:10 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","1773","@regression Sort by Price (low to high)","ui-firefox","Mon Feb 16 08:55:18 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","Filter","UI/product.spec.ts","",""
"","1192","@regression Sort by Price (high to low)","ui-firefox","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:21 UTC 2026","Filter","UI/product.spec.ts","",""
"","2443","@regression Cart with multiple products shows all items","ui-firefox","Mon Feb 16 08:55:09 UTC 2026","passed","Mon Feb 16 08:55:11 UTC 2026","Cart Page - With Products","UI/cart.spec.ts","",""
"","1696","@visual Login page snapshot","ui-chromium","Mon Feb 16 08:55:23 UTC 2026","failed","Mon Feb 16 08:55:24 UTC 2026","Visual Regression Tests > Unauthenticated Pages","UI/visual.spec.ts","",""
"","2376","@regression Continue Shopping navigates back to inventory","ui-firefox","Mon Feb 16 08:55:14 UTC 2026","passed","Mon Feb 16 08:55:16 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","981","@smoke @critical Finish button completes order","ui-chromium","Mon Feb 16 08:55:21 UTC 2026","passed","Mon Feb 16 08:55:22 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1646","@smoke Verify components on product page","ui-firefox","Mon Feb 16 08:55:13 UTC 2026","passed","Mon Feb 16 08:55:15 UTC 2026","Product Page","UI/product.spec.ts","",""
"","2901","@smoke Empty cart displays correct UI elements","ui-firefox","Mon Feb 16 08:55:02 UTC 2026","passed","Mon Feb 16 08:55:05 UTC 2026","Cart Page - Empty State","UI/cart.spec.ts","",""
"","772","@regression Sort by Price (high to low)","ui-chromium","Mon Feb 16 08:55:17 UTC 2026","passed","Mon Feb 16 08:55:18 UTC 2026","Filter","UI/product.spec.ts","",""
"","1291","@regression Login with empty password only","ui-webkit","Mon Feb 16 08:55:18 UTC 2026","passed","Mon Feb 16 08:55:19 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1859","@smoke @critical Finish button completes order","ui-webkit","Mon Feb 16 08:55:38 UTC 2026","passed","Mon Feb 16 08:55:40 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","2112","@visual Checkout step two page","ui-webkit","Mon Feb 16 08:55:51 UTC 2026","failed","Mon Feb 16 08:55:54 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","1580","@visual Cart page - empty","ui-chromium","Mon Feb 16 08:55:37 UTC 2026","failed","Mon Feb 16 08:55:39 UTC 2026","Visual Regression Tests > Authenticated Pages","UI/visual.spec.ts","",""
"","1606","@regression Sort by Name (A to Z)","ui-firefox","Mon Feb 16 08:55:15 UTC 2026","passed","Mon Feb 16 08:55:16 UTC 2026","Filter","UI/product.spec.ts","",""
"","2424","@smoke @critical Remove item from cart updates UI","ui-webkit","Mon Feb 16 08:55:26 UTC 2026","passed","Mon Feb 16 08:55:28 UTC 2026","Cart Page - With Products","UI/cart.spec.ts","",""
